station_id,luse_r005_urban_continuous_pct,luse_r005_urban_discontinuous_pct,luse_r005_urban_isolated_pct,luse_r005_urban_industrial_pct,luse_r005_urban_infrastructure_pct,luse_r005_urban_green_pct,luse_r005_agriculture_pct,luse_r005_forest_natural_pct,luse_r005_wetland_pct,luse_r005_water_pct,luse_r005_seal_density,luse_r005_green_pct,luse_r005_urban_pct
nowa_huta,0.2244763295876952,0.1164466716779851,0.0,0.2320063713367706,0.0,0.3736009788762732,0.0534696485212377,0.0,0.0,0.0,0.3001666661783855,0.427070627397511,0.9465303514787244
kurdwanow,0.1708314505129754,0.3988375586200956,0.0,0.1575347020717186,0.0311217890859034,0.0584535479916574,0.1832209517177057,0.0,0.0,0.0,0.4285605931470463,0.2416744997093632,0.8167790482823506
zloty_rog,0.3830802953274301,0.0,0.0,0.4968660685524886,0.0127272787575545,0.1073263573625142,0.0,0.0,0.0,0.0,0.38308029532743,0.1073263573625142,0.9999999999999876
telimeny,0.4502809495296044,0.1855943694781504,0.0,0.1972955214944131,0.0266336386578844,0.1401955208398901,0.0,0.0,0.0,0.0,0.5701331952927597,0.1401955208398901,0.9999999999999424
os_wadow,0.4358757657442609,0.1266926871930535,0.0,0.3030865625287616,0.0,0.1343449845339223,0.0,0.0,0.0,0.0,0.5182260124197456,0.1343449845339223,0.9999999999999986
os_piastow,0.0,0.056186151249997,0.0,0.0160980687825062,0.0,0.0884798493624668,0.5220549686912698,0.3171809619137492,0.0,0.0,0.0259550588753545,0.9277157799674858,0.16076406939497
ul_dietla,0.5501488218264632,0.0,0.0,0.336721723618934,0.0,0.1131294545546419,0.0,0.0,0.0,0.0,0.5501488218264631,0.1131294545546419,1.0000000000000393
aleja_krasinskiego,0.1359814193621887,0.1482279841404964,0.0,0.155733942643514,2.962590017950222e-05,0.5600270279536134,0.0,0.0,0.0,0.0,0.2323296090535114,0.5600270279536134,0.9999999999999922
