date, pm25, pm10, o3, no2, so2, co
2024/1/7, 49, 28, 14, 9, 2, 
2024/1/8, 79, 50, 14, 15, 3, 
2024/1/9, 125, 91, 3, 32, 3, 
2024/1/10, 189, 60, 13, 24, 10, 
2024/1/11, 143, 20, 20, 14, 4, 
2024/1/12, 64, 18, 22, 6, 3, 
2024/1/13, 55, 15, 21, 7, 2, 
2024/1/14, 49, 13, 24, 7, 2, 
2024/1/15, 38, 14, 22, 11, 2, 
2024/1/16, 40, 38, 11, 26, 3, 
2024/1/18, 83, 25, 20, 13, 3, 
2024/1/19, 69, 22, 27, 7, 3, 
2024/1/20, 60, 35, 24, 15, 3, 
2024/1/21, 79, 56, 29, 25, 2, 
2024/1/22, 110, 18, 22, 11, 2, 
2024/1/23, 55, 13, 30, 11, 2, 
2024/1/24, 32, 12, 30, 7, 1, 
2024/1/25, 27, 21, 24, 16, 2, 
2024/1/26, 51, 12, 30, 7, 1, 
2024/1/27, 31, 24, 15, 14, 1, 
2024/1/28, 69, 37, 7, 20, 1, 
2024/1/29, 84, 59, , 17, 1, 
2024/1/30, 160, , , , , 
2023/10/1, 45, 22, 24, 11, 2, 
2023/10/2, 43, 29, 19, 15, 2, 
2023/10/3, 52, 14, 27, 9, 2, 
2023/10/4, 29, 21, 28, 10, 2, 
2023/10/5, 44, 20, 26, 11, 2, 
2023/10/6, 46, 17, 29, 5, 2, 
2023/10/7, 34, 10, 26, 6, 2, 
2023/10/8, 19, 14, 16, 13, 2, 
2023/10/9, 41, 30, 11, 11, 2, 
2023/10/10, 59, 34, 20, 12, 2, 
2023/10/11, 62, 28, 32, 13, 2, 
2023/10/12, 59, 25, 21, 13, 2, 
2023/10/13, 57, 29, 30, 10, 2, 
2023/10/14, 52, 14, 23, 7, 2, 
2023/10/15, 27, 17, 19, 8, 3, 
2023/10/16, 36, 28, 19, 15, 3, 
2023/10/17, 65, 34, 23, 16, 3, 
2023/10/18, 77, 45, 4, 18, 3, 
2023/10/19, 97, 46, 7, 16, 3, 
2023/10/20, 80, 50, 12, 18, 3, 
2023/10/21, 68, 13, 18, 9, 3, 
2023/10/22, 41, 29, 15, 12, 3, 
2023/10/23, 49, 42, 5, 12, 2, 
2023/10/24, 81, 24, 13, 10, 3, 
2023/10/25, 56, 28, 14, 13, 3, 
2023/10/26, 56, 19, 10, 14, 3, 
2023/10/27, 43, 10, 22, 9, 3, 
2023/10/28, 28, 26, 21, 18, 3, 
2023/10/29, 41, 49, 9, 20, 3, 
2023/10/30, 66, 19, 22, 11, 3, 
2023/10/31, 37, 18, 21, 8, 3, 
2023/11/1, 29, 23, 26, 14, 3, 
2023/11/2, 45, 19, 27, 12, 3, 
2023/11/3, 30, 14, 23, 10, 3, 
2023/11/4, 31, 18, 24, 14, 3, 
2023/11/5, 53, 13, 24, 7, 3, 
2023/11/6, 23, 34, 18, 17, 3, 
2023/11/7, 62, 26, 15, 14, 2, 
2023/11/8, 78, 27, 19, 19, 2, 
2023/11/9, 51, 31, 18, 22, 3, 
2023/11/10, 65, 21, 14, 11, 3, 
2023/11/11, 69, 19, 14, 8, 3, 
2023/11/12, 70, 25, 14, 16, 3, 
2023/11/13, 66, 18, 24, 9, 3, 
2023/11/14, 46, 10, 18, 8, 3, 
2023/11/15, 21, 16, 12, 13, 3, 
2023/11/16, 50, 18, 15, 10, 2, 
2023/11/17, 57, 12, 10, 7, 2, 
2023/11/18, 45, 20, 14, 10, 3, 
2023/11/19, 69, 11, 18, 13, 2, 
2023/11/20, 45, 13, 18, 10, 2, 
2023/11/21, 45, 18, 16, 8, 1, 
2023/11/22, 66, 20, 20, 7, 1, 
2023/11/23, 62, 11, 27, 8, 2, 
2023/11/24, 25, 12, 21, 9, 2, 
2023/11/25, 40, 11, 24, 7, 1, 
2023/11/26, 43, 23, 15, 13, 3, 
2023/11/27, 70, 30, 12, 11, 2, 
2023/11/28, 95, 33, 9, 14, 4, 
2023/11/29, 106, 46, 9, 25, 2, 
2023/11/30, 117, 53, 10, 19, 3, 
2023/12/1, 156, 25, 16, 10, 2, 
2023/12/2, 86, 22, 14, 9, 3, 
2023/12/3, 81, 28, 11, 16, 2, 
2023/12/4, 95, 47, 6, 21, 3, 
2023/12/5, 140, 70, 6, 19, 4, 
2023/12/6, 176, 68, 2, 18, 7, 
2023/12/7, 174, 56, 8, 17, 6, 
2023/12/8, 147, 57, 4, 17, 2, 
2023/12/9, 158, 45, 3, 20, 2, 
2023/12/10, 130, 27, 20, 22, 2, 
2023/12/11, 62, 17, 20, 15, 2, 
2023/12/12, 41, 28, 4, 18, 2, 
2023/12/13, 76, 31, 5, 11, 2, 
2023/12/14, 81, 26, 7, 12, 3, 
2023/12/15, 78, 26, 14, 11, 2, 
2023/12/16, 72, 22, 16, 7, 2, 
2023/12/17, 61, 22, 16, 10, 3, 
2023/12/18, 56, 41, 12, 20, 3, 
2023/12/19, 71, 19, 19, 12, 2, 
2023/12/20, 43, 9, 21, 8, 1, 
2023/12/21, 13, 9, 29, 5, 2, 
2023/12/22, 17, 13, 29, 5, 2, 
2023/12/23, 21, 9, 27, 7, 2, 
2023/12/24, 23, 6, 27, 2, 2, 
2023/12/25, 11, 7, 28, 4, 1, 
2023/12/26, 12, 24, 25, 13, 1, 
2023/12/27, 30, 60, 3, 24, 2, 
2023/12/28, 96, , , 25, , 
2023/12/29, 95, , , , , 
2023/7/1, 52, 17, 32, 7, 2, 
2023/7/2, 47, 18, 42, 9, 1, 
2023/7/3, 44, 22, 41, 12, 2, 
2023/7/4, 43, 31, 41, 14, 2, 
2023/7/5, 38, 19, 30, 11, 1, 
2023/7/6, 37, 22, 45, 13, 2, 
2023/7/7, 35, 18, 59, 13, 1, 
2023/7/8, 38, 21, 65, 10, 2, 
2023/7/9, 46, 23, 52, 11, 2, 
2023/7/10, 47, 21, 44, 8, 2, 
2023/7/11, 44, 29, 37, 17, 2, 
2023/7/12, 48, 15, 26, 10, 2, 
2023/7/13, 34, 19, 46, 10, 2, 
2023/7/14, 38, 20, 42, 12, 2, 
2023/7/15, 37, 27, 49, 11, 2, 
2023/7/16, 54, 23, 29, 13, 1, 
2023/7/17, 40, 18, 44, 9, 2, 
2023/7/18, 27, 27, 56, 14, 2, 
2023/7/19, 34, 16, 40, 9, 2, 
2023/7/20, 33, 17, 35, 13, 2, 
2023/7/21, 40, 15, 40, 8, 1, 
2023/7/22, 41, 15, 41, 11, 1, 
2023/7/23, 42, 19, 42, 13, 1, 
2023/7/24, 47, 12, 33, 9, 2, 
2023/7/25, 38, 12, 17, 8, 2, 
2023/7/26, 34, 14, 37, 9, 2, 
2023/7/27, 33, 11, 24, 10, 2, 
2023/7/28, 26, 9, 28, 8, 2, 
2023/7/29, 28, 6, 35, 7, 2, 
2023/7/30, 22, 11, 35, 8, 2, 
2023/7/31, 30, 13, 17, 14, 2, 
2023/8/1, 30, 8, 32, 7, 2, 
2023/8/2, 21, 12, 17, 15, 2, 
2023/8/3, 25, 18, 31, 15, 2, 
2023/8/4, 30, 9, 26, 8, 2, 
2023/8/5, 33, 10, 27, 6, 2, 
2023/8/6, 35, 7, 23, 4, 2, 
2023/8/7, 15, 10, 29, 6, 2, 
2023/8/8, 17, 8, 28, 9, 2, 
2023/8/9, 20, 17, 35, 11, 2, 
2023/8/10, 34, 18, 44, 14, 2, 
2023/8/11, 41, 19, 45, 13, 2, 
2023/8/12, 44, 20, 39, 13, 2, 
2023/8/13, 44, 24, 43, 13, 2, 
2023/8/14, 48, 22, 44, 10, 2, 
2023/8/15, 55, 29, 51, 13, 2, 
2023/8/16, 59, 25, 32, 13, 2, 
2023/8/17, 51, 21, 35, 14, 1, 
2023/8/18, 49, 19, 38, 11, 2, 
2023/8/19, 53, 21, 48, 9, 2, 
2023/8/20, 57, 28, 48, 10, 3, 
2023/8/21, 68, 27, 53, 12, 2, 
2023/8/22, 50, 27, 40, 8, 2, 
2023/8/23, 61, 25, 53, 13, 2, 
2023/8/24, 51, 36, 38, 18, 2, 
2023/8/25, 60, 16, 33, 13, 2, 
2023/8/26, 44, 14, 40, 8, 2, 
2023/8/27, 37, 14, 24, 8, 2, 
2023/8/28, 35, 31, 21, 9, 2, 
2023/8/29, 42, 17, 14, 7, 2, 
2023/8/30, 38, 17, 29, 7, 2, 
2023/8/31, 35, 16, 31, 10, 2, 
2023/9/1, 30, 12, 25, 11, 2, 
2023/9/2, 27, 17, 33, 9, 2, 
2023/9/3, 37, 20, 30, 10, 2, 
2023/9/4, 36, 23, 37, 15, 2, 
2023/9/5, 39, 34, 41, 17, 2, 
2023/9/6, 46, 39, 44, 18, 2, 
2023/9/7, 54, 41, 40, 19, 2, 
2023/9/8, 63, 33, 43, 15, 2, 
2023/9/9, 64, 33, 45, 14, 2, 
2023/9/10, 66, 28, 46, 15, 2, 
2023/9/11, 55, 35, 49, 19, 2, 
2023/9/12, 65, 36, 45, 16, 3, 
2023/9/13, 68, 13, 29, 9, 2, 
2023/9/14, 28, 15, 34, 9, 2, 
2023/9/15, 25, 25, 27, 9, 2, 
2023/9/16, 49, 18, 34, 12, 2, 
2023/9/17, 39, 23, 34, 16, 2, 
2023/9/18, 49, 18, 18, 11, 2, 
2023/9/19, 53, 19, 31, 12, 2, 
2023/9/20, 32, 23, 34, 15, 2, 
2023/9/21, 39, 25, 30, 15, 2, 
2023/9/22, 50, 15, 21, 9, 2, 
2023/9/23, 45, 9, 17, 7, 2, 
2023/9/24, 31, 22, 14, 8, 2, 
2023/9/25, 53, 30, 24, 11, 2, 
2023/9/26, 67, 38, 37, 16, 2, 
2023/9/27, 73, 40, 30, 18, 2, 
2023/9/28, 71, 39, 36, 19, 2, 
2023/9/29, 68, 25, 11, 12, 2, 
2023/9/30, 65, 20, 20, 9, 2, 
2023/4/1, 32, 10, 16, 7, 1, 
2023/4/2, 42, 17, 24, 8, 1, 
2023/4/3, 30, 25, 27, 8, 1, 
2023/4/4, 45, 29, 27, 11, 2, 
2023/4/5, 66, 25, 20, 11, 1, 
2023/4/6, 69, 23, 14, 12, 2, 
2023/4/7, 83, 28, 19, 9, 2, 
2023/4/8, 88, 39, 26, 12, 2, 
2023/4/9, 108, 40, 13, 9, 2, 
2023/4/10, 127, 21, 29, 12, 2, 
2023/4/11, 51, 25, 22, 11, 2, 
2023/4/12, 59, 45, 24, 16, 2, 
2023/4/13, 86, 32, 28, 12, 2, 
2023/4/14, 72, 19, 28, 11, 2, 
2023/4/15, 29, 26, 29, 10, 2, 
2023/4/16, 67, 24, 15, 10, 1, 
2023/4/17, 60, 24, 26, 7, 1, 
2023/4/18, 51, 23, 18, 10, 1, 
2023/4/19, 63, 38, 24, 14, 2, 
2023/4/20, 79, 48, 36, 19, 2, 
2023/4/21, 79, 37, 36, 17, 2, 
2023/4/22, 79, 39, 34, 16, 2, 
2023/4/23, 74, 37, 32, 16, 2, 
2023/4/24, 63, 16, 19, 10, 2, 
2023/4/25, 42, 20, 25, 8, 2, 
2023/4/26, 37, 31, 27, 14, 2, 
2023/4/27, 70, 30, 36, 17, 1, 
2023/4/28, 73, 29, 27, 15, 1, 
2023/4/29, 71, 17, 32, 7, 1, 
2023/4/30, 48, 20, 34, 9, 1, 
2023/5/1, 42, 24, 27, 14, 1, 
2023/5/2, 48, 20, 19, 8, 1, 
2023/5/3, 67, 29, 33, 11, 1, 
2023/5/4, 53, 34, 33, 16, 1, 
2023/5/5, 52, 29, 18, 10, 1, 
2023/5/6, 63, 17, 21, 4, 1, 
2023/5/7, 42, 23, 25, 8, , 
2023/5/8, 37, 35, 28, 11, 1, 
2023/5/9, 54, 32, 35, 10, 1, 
2023/5/10, 47, 39, 34, 11, 1, 
2023/5/11, 50, 38, 35, 10, 1, 
2023/5/12, 50, 25, 33, 9, 1, 
2023/5/13, 46, 20, 30, 9, 1, 
2023/5/14, 47, 16, 21, 11, 1, 
2023/5/15, 36, 23, 32, 12, 1, 
2023/5/16, 51, 10, 26, 10, 1, 
2023/5/17, 33, 18, 19, 9, 1, 
2023/5/18, 42, 27, 19, 10, 1, 
2023/5/19, 58, 34, 29, 7, 1, 
2023/5/20, 78, 30, 33, 6, 1, 
2023/5/21, 57, 32, 39, 11, 2, 
2023/5/22, 48, 37, 38, 12, 2, 
2023/5/23, 65, 26, 20, 8, 2, 
2023/5/24, 69, 35, 21, 9, 2, 
2023/5/25, 87, 41, 33, 10, 2, 
2023/5/26, 87, , 35, 8, 1, 
2023/5/27, 45, 23, 35, 8, 1, 
2023/5/28, 35, 28, 40, 12, 2, 
2023/5/29, 45, 32, 39, 12, 1, 
2023/5/30, 61, 28, 40, 14, 2, 
2023/5/31, 42, 26, 48, 14, 1, 
2023/6/2, 33, 19, 34, 7, 1, 
2023/6/3, 35, 21, 38, 9, 2, 
2023/6/4, 34, 33, 43, 13, 2, 
2023/6/5, 42, 33, 25, 12, 2, 
2023/6/6, 62, 19, 28, 9, 1, 
2023/6/7, 58, 19, 29, 6, 1, 
2023/6/8, 62, 22, 30, 8, 1, 
2023/6/9, 69, 19, 36, 5, 1, 
2023/6/10, 61, 16, 38, 3, 1, 
2023/6/11, 51, 22, 35, 6, 1, 
2023/6/12, 40, 21, 28, 8, 1, 
2023/6/13, 41, 18, 22, 8, 1, 
2023/6/14, 55, 26, 41, 9, 2, 
2023/6/15, 66, 32, 43, 12, 2, 
2023/6/16, 79, 23, 43, 10, 2, 
2023/6/17, 70, 19, 43, 8, 2, 
2023/6/18, 60, 27, 57, 14, 3, 
2023/6/19, 58, 34, 65, 18, 2, 
2023/6/20, 63, 38, 43, 16, 1, 
2023/6/21, 69, 24, 44, 9, 2, 
2023/6/22, 53, 37, 19, 16, 1, 
2023/6/23, 68, 14, 22, 8, 1, 
2023/6/24, 57, 18, 39, 6, 2, 
2023/6/25, 53, 19, 59, 10, 2, 
2023/6/26, 44, 19, 35, 8, 2, 
2023/6/27, 48, 16, 31, 5, 2, 
2023/6/28, 30, 19, 41, 7, 1, 
2023/6/29, 59, 21, 47, 13, 2, 
2023/6/30, 54, 18, 36, 9, 2, 
2023/1/2, 143, 30, 8, 16, 2, 
2023/1/3, 83, 41, 23, 14, 2, 
2023/1/4, 95, 9, 20, 6, 4, 
2023/1/5, 16, 16, 18, 9, 2, 
2023/1/6, 42, 25, 11, 14, 2, 
2023/1/7, 70, 37, 6, 13, 3, 
2023/1/8, 100, 49, 8, 16, 4, 
2023/1/9, 131, , , , , 
2023/1/18, 67, , , , 1, 
2023/1/19, 91, , 11, , 2, 
2023/1/20, 81, , 13, , 2, 
2023/1/21, 56, 24, 13, 8, 1, 
2023/1/22, 70, 25, 3, 11, 6, 
2023/1/23, 66, 21, 12, 10, , 
2023/1/24, 54, 17, 15, 13, 1, 
2023/1/25, 39, 38, 17, 13, 5, 
2023/1/26, 77, 38, 21, 10, 5, 
2023/1/27, 79, 28, 20, 7, 5, 
2023/1/28, 69, 20, 25, 7, 5, 
2023/1/29, 58, 23, 20, 8, 9, 
2023/1/30, 64, 16, 22, 9, 8, 
2023/1/31, 41, 13, 23, 7, 6, 
2023/2/1, 33, 12, 24, 7, 5, 
2023/2/2, 26, 15, 26, 12, 4, 
2023/2/3, 42, 11, 24, 6, 2, 
2023/2/4, 31, 15, 22, 7, , 
2023/2/5, 41, 39, 20, 13, , 
2023/2/6, 80, 74, 6, 22, 6, 
2023/2/7, 169, 50, 22, 20, 2, 
2023/2/8, 114, 67, 19, 28, 1, 
2023/2/9, 137, 54, 23, 19, 3, 
2023/2/10, 130, 39, 22, 10, 4, 
2023/2/11, 100, 25, 26, 14, 2, 
2023/2/12, 61, 35, 18, 14, 2, 
2023/2/13, 89, 32, 17, 14, 3, 
2023/2/14, 67, 42, 25, 17, 4, 
2023/2/15, 77, 53, 18, 16, 6, 
2023/2/16, 113, 32, 20, 13, 7, 
2023/2/17, 83, 11, 31, 5, 7, 
2023/2/18, 22, 10, 25, 7, 7, 
2023/2/19, 23, 20, 29, 7, 7, 
2023/2/20, 39, 15, 27, 7, 3, 
2023/2/21, 24, 37, 18, 16, 1, 
2023/2/22, 58, 52, 12, 19, 1, 
2023/2/23, 75, 33, 13, 19, 1, 
2023/2/24, 77, 9, 18, 6, , 
2023/2/25, 29, 13, 21, 7, , 
2023/2/26, 29, 22, 19, 8, , 
2023/2/27, 41, 41, 22, 15, , 
2023/2/28, 71, 63, 19, 24, 2, 
2023/3/1, 126, 63, 22, 23, 1, 
2023/3/2, 140, 54, 13, 17, 1, 
2023/3/3, 145, 32, 17, 7, 1, 
2023/3/4, 98, 16, 20, 8, 1, 
2023/3/5, 53, 23, 19, 12, 1, 
2023/3/6, 73, 33, 19, 13, 1, 
2023/3/7, 89, 22, 21, 11, 1, 
2023/3/8, 59, 18, 14, 17, 1, 
2023/3/9, 53, 31, 22, 16, 1, 
2023/3/10, 58, 10, 21, 8, 1, 
2023/3/11, 28, 19, 24, 8, 1, 
2023/3/12, 53, 27, 21, 13, 1, 
2023/3/13, 46, 30, 20, 16, 1, 
2023/3/14, 48, 24, 21, 10, 1, 
2023/3/15, 43, 38, 18, 15, 2, 
2023/3/16, 78, 48, 25, 18, 1, 
2023/3/17, 100, 41, 26, 18, 1, 
2023/3/18, 84, 54, 28, 22, 1, 
2023/3/19, 110, 50, 19, 19, 2, 
2023/3/20, 127, 32, 11, 13, 1, 
2023/3/21, 95, 56, 13, 20, 1, 
2023/3/22, 106, 51, 23, 22, 1, 
2023/3/23, 85, 38, 23, 18, 2, 
2023/3/24, 63, 20, 23, 8, 2, 
2023/3/25, 43, 17, 22, 7, 2, 
2023/3/26, 23, 14, 22, 9, 2, 
2023/3/27, 44, 19, 23, 8, 2, 
2023/3/28, 46, 32, 26, 12, 2, 
2023/3/29, 62, 34, 22, 16, 2, 
2023/3/30, 68, 24, 23, 12, 2, 
2023/3/31, 48, 12, 24, 6, 2, 
2022/10/1, 77, 28, 20, 11, 3, 
2022/10/2, 27, 13, 21, 6, 3, 
2022/10/3, 29, 22, 16, 10, 1, 
2022/10/4, 37, 39, 12, 14, , 
2022/10/5, 69, 38, 20, 14, , 
2022/10/6, 66, 43, 21, 17, 1, 
2022/10/7, 61, 36, 26, 11, 2, 
2022/10/8, 72, 25, 20, 8, 2, 
2022/10/9, 42, 39, 16, 15, 2, 
2022/10/10, 60, 42, 11, 14, 3, 
2022/10/11, 77, 40, 22, 15, 1, 
2022/10/12, 74, 50, 17, 19, 2, 
2022/10/13, 98, 55, 2, 20, 3, 
2022/10/14, 108, 46, 23, 14, 3, 
2022/10/15, 81, , 15, , 2, 
2022/10/16, 69, 94, 18, 32, 2, 
2022/10/17, 79, 46, 23, 14, 3, 
2022/10/18, 75, 19, 18, 9, 2, 
2022/10/19, 34, 23, 21, 13, 1, 
2022/10/20, 43, 51, 2, 19, 5, 
2022/10/21, 89, 45, 9, 14, 3, 
2022/10/22, 115, 32, 15, 11, 3, 
2022/10/23, 64, 42, 7, 14, 3, 
2022/10/24, 71, 23, 14, 11, 3, 
2022/10/25, 56, 40, 16, 16, 3, 
2022/10/26, 64, 46, 13, 16, 9, 
2022/10/27, 84, 43, 7, 14, 16, 
2022/10/28, 90, 31, 14, 9, 14, 
2022/10/29, 76, 47, 12, 13, 14, 
2022/10/30, 79, 53, 9, 15, 14, 
2022/10/31, 87, 35, 7, 8, 14, 
2022/11/1, 86, 33, 16, 9, 8, 
2022/11/2, 68, 39, 6, 16, 6, 
2022/11/3, 81, 42, 8, 18, 5, 
2022/11/4, 82, 21, 13, 11, 3, 
2022/11/5, 69, 27, 13, 9, 2, 
2022/11/6, 64, 32, 11, 11, 3, 
2022/11/7, 66, 56, 11, 20, 3, 
2022/11/8, 88, 57, 3, 19, 3, 
2022/11/9, 115, 39, 1, 14, 3, 
2022/11/10, 113, 36, 13, 11, 1, 
2022/11/11, 92, 37, 14, 12, 1, 
2022/11/12, 90, 42, 12, 12, , 
2022/11/13, 102, 33, 7, 12, 1, 
2022/11/14, 79, 39, 1, 15, 4, 
2022/11/15, 96, 34, 9, 12, 6, 
2022/11/16, 98, 13, 9, 7, 4, 
2022/11/17, 31, 22, 13, 9, 3, 
2022/11/18, 67, 29, 9, 10, 2, 
2022/11/19, 80, 63, 1, 13, 2, 
2022/11/20, 163, 63, , 16, 3, 
2022/11/21, 163, 42, 4, 15, 3, 
2022/11/22, 125, 34, 6, 12, 2, 
2022/11/23, 96, 30, 3, 12, 2, 
2022/11/24, 88, 52, 1, 16, 1, 
2022/11/25, 149, 40, 5, 14, , 
2022/11/26, 121, 26, 6, 11, , 
2022/11/27, 75, 41, 3, 14, 2, 
2022/11/28, 96, 40, 8, 13, 4, 
2022/11/29, 107, 38, 11, 12, 3, 
2022/11/30, 93, 33, 13, 10, 3, 
2022/12/1, 77, 32, 11, 10, 3, 
2022/12/2, 76, 53, 2, 10, 2, 
2022/12/3, 135, 28, 5, 7, 2, 
2022/12/4, 89, 35, 4, 11, 3, 
2022/12/5, 100, 33, , 10, 4, 
2022/12/6, 104, 15, 15, 10, 5, 
2022/12/7, 52, 31, 13, 19, 5, 
2022/12/8, 64, 44, 7, 19, 4, 
2022/12/9, 111, 20, 7, 10, 4, 
2022/12/10, 70, 18, 14, 9, 4, 
2022/12/11, 66, 22, 15, 10, 6, 
2022/12/12, 77, 18, 13, 12, 5, 
2022/12/13, 65, 52, 3, 22, 4, 
2022/12/14, 140, 50, 8, 21, 9, 
2022/12/15, 135, 38, 8, 15, 7, 
2022/12/16, 106, 48, 9, 14, 4, 
2022/12/17, 125, 44, 13, 13, 2, 
2022/12/18, 102, 63, 8, 27, 3, 
2022/12/19, 151, 64, 3, 30, 9, 
2022/12/20, 158, 60, 1, 22, 7, 
2022/12/21, 160, 53, 14, 26, 7, 
2022/12/22, 145, 30, 8, 23, 5, 
2022/12/23, 77, 24, 16, 13, 4, 
2022/12/24, 75, 25, 11, 14, 3, 
2022/12/25, 74, , 8, 14, 3, 
2022/12/26, 103, 20, 23, 7, 2, 
2022/12/27, 38, 30, 17, 20, 2, 
2022/12/28, 56, 57, 10, 28, 3, 
2022/12/29, 73, 51, 2, 22, 5, 
2022/12/30, 126, 41, 21, 18, 3, 
2022/12/31, 102, 58, 14, 19, 3, 
2023/1/1, 106, 59, , 19, 2, 
2022/8/24, 68, 38, 32, 8, 1, 
2022/8/25, 68, 53, 45, 13, 1, 
2022/8/26, 57, 45, 43, 16, 2, 
2022/8/27, 61, 38, 50, 14, 3, 
2022/8/28, 38, 19, 32, 6, 2, 
2022/8/29, 39, 22, 32, 7, 1, 
2022/8/30, 35, 25, 35, 8, 2, 
2022/8/31, 31, 23, 26, 7, 1, 
2022/9/1, 30, 20, 28, 5, 1, 
2022/9/2, 45, 27, 29, 7, 1, 
2022/9/3, 36, 23, 25, 6, 1, 
2022/9/4, 43, 21, 16, 7, 1, 
2022/9/5, 45, 32, 36, 9, 1, 
2022/9/6, 30, 33, 34, 8, 2, 
2022/9/7, 41, 36, 38, 10, 2, 
2022/9/8, 54, 41, 38, 11, 3, 
2022/9/9, 27, 17, 36, 8, 2, 
2022/9/10, 37, 21, 20, 8, 2, 
2022/9/11, 24, 13, 21, 6, 3, 
2022/9/12, 25, 19, 30, 8, 2, 
2022/9/13, 35, 23, 31, 10, 2, 
2022/9/14, 30, 24, 18, 11, 3, 
2022/9/15, 37, 14, 19, 11, 3, 
2022/9/16, 50, 20, 20, 8, 3, 
2022/9/17, 41, 18, 19, 8, 3, 
2022/9/18, 25, 13, 19, 5, 2, 
2022/9/19, 28, 13, 17, 7, 2, 
2022/9/20, 42, 16, 17, 8, 1, 
2022/9/21, 48, 21, 13, 9, 1, 
2022/9/22, 50, 21, 13, 9, 1, 
2022/9/23, 66, 35, 16, 8, 2, 
2022/9/24, 68, , 25, , 1, 
2022/9/25, 78, , 11, , 3, 
2022/9/26, 84, 37, 7, 18, 3, 
2022/9/27, 61, 25, 19, 11, 4, 
2022/9/28, 34, 18, 21, 11, 4, 
2022/9/29, 46, 21, 21, 15, 5, 
2022/9/30, 67, 24, 4, 10, 3, 
2022/4/1, 47, 17, 24, 10, 3, 
2022/4/2, 63, 18, 30, 8, 3, 
2022/4/3, 56, 24, 30, 10, 2, 
2022/4/4, 64, 13, 28, 8, 4, 
2022/4/5, 47, 22, 19, 10, 4, 
2022/4/6, 43, 33, 29, 16, 5, 
2022/4/7, 47, 15, 29, 7, 5, 
2022/4/8, 20, 16, 24, 9, 4, 
2022/4/9, 49, 20, 28, 9, 3, 
2022/4/10, 58, 25, 27, 13, 3, 
2022/4/11, 59, 35, 34, 17, 3, 
2022/4/12, 78, 41, 39, 19, 2, 
2022/4/13, 92, 51, 45, 23, 3, 
2022/4/14, 76, 30, 17, 16, 2, 
2022/4/15, 79, 12, 30, 6, , 
2022/4/16, 33, 17, 33, 5, , 
2022/4/17, 38, 21, 34, 9, 2, 
2022/4/18, 62, 22, 34, 10, 3, 
2022/4/19, 58, 32, 24, 13, 3, 
2022/4/20, 95, 30, 26, 15, 4, 
2022/4/21, 103, 26, 16, 14, 3, 
2022/4/22, 89, 16, 34, 11, 3, 
2022/4/23, 57, 23, 24, 15, 3, 
2022/4/24, 85, 8, 21, 16, 5, 
2022/4/25, 51, 12, 20, 10, 4, 
2022/4/26, 67, 15, 20, 17, 2, 
2022/4/27, 81, 18, 37, 17, 2, 
2022/4/28, 77, 17, 35, 16, 2, 
2022/4/29, 80, 17, 41, 17, 2, 
2022/4/30, 73, 18, 41, 18, 3, 
2022/5/1, 85, 18, 45, 19, 2, 
2022/5/2, 85, 16, 41, 13, 4, 
2022/5/3, 87, 29, 41, 14, 3, 
2022/5/4, 61, 34, 33, 15, 2, 
2022/5/5, 58, 28, 20, 14, 2, 
2022/5/6, 75, 30, 32, 13, 2, 
2022/5/7, 75, 25, 32, 10, 1, 
2022/5/8, 75, 21, 35, 9, 1, 
2022/5/9, 42, 25, 37, 15, 1, 
2022/5/10, 41, 28, 40, 16, 2, 
2022/5/11, 56, 35, 38, 15, 2, 
2022/5/12, 58, 30, 33, 16, 1, 
2022/5/13, 50, 22, 36, 8, , 
2022/1/3, 38, 12, 19, 15, 3, 6
2022/1/4, 31, 13, 19, 12, 4, 5
2022/1/5, 47, 12, 17, 5, 3, 4
2022/1/6, 31, 30, 6, 22, 1, 9
2022/1/7, 88, 46, 3, 23, 2, 11
2022/1/8, 147, 47, 8, 20, 3, 11
2022/1/9, 136, 38, 13, 13, 1, 8
2022/1/10, 114, 29, 13, 11, , 6
2022/1/11, 92, 33, 12, 11, 2, 6
2022/1/12, 101, 29, 10, 10, 3, 6
2022/1/13, 91, 21, 15, 9, 3, 5
2022/1/14, 72, 28, 13, 10, 3, 6
2022/1/15, 86, 48, 11, 16, 4, 9
2022/1/16, 140, 13, 15, 8, 3, 5
2022/1/17, 49, 21, 13, 11, 3, 5
2022/1/18, 62, 31, 12, 16, 4, 7
2022/1/19, 97, 16, 16, 7, 4, 5
2022/1/20, 49, 15, 15, 9, 3, 4
2022/1/21, 46, 14, 13, 10, 3, 5
2022/1/22, 54, 21, 13, 9, 7, 6
2022/1/23, 77, 41, 6, 22, 3, 9
2022/1/24, 128, 31, 7, 14, 5, 7
2022/1/25, 109, 17, 7, 12, 3, 6
2022/1/26, 89, 14, 8, 10, 4, 6
2022/1/27, 73, 6, 16, 8, 2, 4
2022/1/28, 34, 10, 16, 8, , 5
2022/1/29, 48, 8, 21, 4, , 3
2022/1/30, 22, 26, 19, 13, 2, 6
2022/1/31, 68, 29, 18, 14, 5, 7
2022/2/1, 92, 10, 16, 9, 3, 5
2022/2/2, 34, 15, 14, 14, 2, 6
2022/2/3, 61, 20, 13, 20, 3, 8
2022/2/4, 80, 12, 20, 9, 2, 5
2022/2/5, 49, 7, 23, 8, 2, 5
2022/2/6, 28, 5, 19, 9, 1, 5
